"X.ppt_224428.","X.E5FXB3tr.Glycine.rich.RNA.binding.protein..Sequoia.sempervirens..California.redwood...Taxodium.sempervirens..","X.GO.0006397..GO.0051252..GO.0003729..GO.0005634..GO.1990904.","X.NO.H."
"ppt_278089","A9NVX7tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_118477","---NA---","","HUB"
"ppt_87199","Q949K0tr=Putative centromere protein  Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","","HUB"
"ppt_246286","A9P139tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0032875","HUB"
"ppt_148171","J3M8V7tr=Uncharacterized protein  Oryza brachyantha (malo sina)","GO:0055114, GO:0016020","HUB"
"ppt_196098","---NA---","","HUB"
"ppt_245721","A0A0B2PS69tr=DNA mismatch repair protein Msh2  Glycine soja (Wild soybean)","GO:0006290, GO:0006298, GO:0006301, GO:0043570, GO:0045128, GO:0000400, GO:0000406, GO:0005524, GO:0008094, GO:0032137, GO:0032142, GO:0032143, GO:0032181, GO:0032357, GO:0032405, GO:0005886, GO:0032301, GO:0032302","HUB"
"ppt_68787","---NA---","","HUB"
"ppt_84543","---NA---","","HUB"
"ppt_228364","P50134sp=Ornithine decarboxylase Datura stramonium (Jimsonweed) (Common thornapple)","GO:0033387, GO:0004586, GO:0005737","HUB"
"ppt_82051","---NA---","","HUB"
"ppt_270841","---NA---","","HUB"
"ppt_199411","A0A0J8CNV6tr=Uncharacterized protein  Beta vulgaris subsp. vulgaris","","HUB"
"ppt_208497","---NA---","","HUB"
"ppt_194635","A0A0C9S4T9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_22350_939 transcribed RNA sequence  Wollemia nobilis","GO:0008152, GO:0045454, GO:0003824","HUB"
"ppt_232122","W9SLD3tr=Cytochrome P450 87A3  Morus notabilis","GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037","HUB"
"ppt_199765","Q40143sp=Cysteine proteinase 3 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0051603, GO:0004197, GO:0005615, GO:0005764","HUB"
"ppt_127115","A9NM33tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_138201","B8LKQ3tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0043531","HUB"
"ppt_211225","B8LQA8tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0008270","HUB"
"ppt_178813","A0A0A9F7L9tr=Uncharacterized protein  Arundo donax (Giant reed) (Donax arundinaceus)","","HUB"
"ppt_96431","A9TID7tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_261736","A0A061GU07tr=Non-specific phospholipase C2  Theobroma cacao (Cacao) (Cocoa)","GO:0009395, GO:0048229, GO:0048364, GO:0004629, GO:0009507","HUB"
"ppt_230638","---NA---","","HUB"
"ppt_215699","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_215697","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_125135","---NA---","","HUB"
"ppt_252801","---NA---","","HUB"
"ppt_130379","A0A1D6DYM1tr=Uncharacterized protein  Zea mays (Maize)","GO:0000463, GO:0000466, GO:0055114, GO:0008270, GO:0016491, GO:0046872, GO:0005730","HUB"
"ppt_230637","---NA---","","HUB"
"ppt_168718","---NA---","","HUB"
"ppt_187557","A0A0C9S9T0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_6460_1296 transcribed RNA sequence  Wollemia nobilis","GO:0015741, GO:0015744, GO:0016021","HUB"
"ppt_94884","---NA---","","HUB"
"ppt_113296","---NA---","","HUB"
"ppt_44239","A0A061FPZ6tr=Pathogenesis-related protein P2  Theobroma cacao (Cacao) (Cocoa)","GO:0042742, GO:0050832","HUB"
"ppt_144238","A0A1D1ZJK8tr=Putative pectinesterase 53  Anthurium amnicola","GO:0042545, GO:0045490, GO:0030599, GO:0045330, GO:0110165","HUB"
"ppt_108898","---NA---","","HUB"
"ppt_37289","A0A061FLT9tr=DsRNA-binding domain-like superfamily protein isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0035196, GO:0003723","HUB"
"ppt_87082","T1WNK3tr=Jasmonate ZIM-domain protein 5  Nicotiana tabacum (Common tobacco)","GO:0009611, GO:0031347, GO:2000022, GO:0005634","HUB"
"ppt_225961","---NA---","","HUB"
"ppt_187558","A0A0C9S9T0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_6460_1296 transcribed RNA sequence  Wollemia nobilis","GO:0015741, GO:0015744, GO:0016021","HUB"
"ppt_155683","---NA---","","HUB"
"ppt_220250","M7YG22tr=Ribosomal protein S14, mitochondrial  Triticum urartu (Red wild einkorn) (Crithodium urartu)","GO:0006099, GO:0006412, GO:0022904, GO:0003735, GO:0008177, GO:0009055, GO:0046872, GO:0051537, GO:0051538, GO:0051539, GO:0005743, GO:0005840","HUB"
"ppt_156224","---NA---","","HUB"
"ppt_101238","---NA---","","HUB"
"ppt_148165","J3M8V7tr=Uncharacterized protein  Oryza brachyantha (malo sina)","GO:0055114, GO:0016020","HUB"
"ppt_193830","---NA---","","HUB"
"ppt_208371","B9SP95tr=Microtubule-associated protein TORTIFOLIA1, putative  Ricinus communis (Castor bean)","GO:0008017, GO:0005874","HUB"
"ppt_49127","A5C1R8tr=Putative uncharacterized protein  Vitis vinifera (Grape)","","HUB"
"ppt_73934","---NA---","","HUB"
"ppt_246196","---NA---","","HUB"
"ppt_89186","---NA---","","HUB"
"ppt_46917","---NA---","","HUB"
"ppt_128725","A0A0C9RK08sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0008643, GO:0005886, GO:0016020, GO:0016021","HUB"
"ppt_204226","---NA---","","HUB"
"ppt_49672","---NA---","","HUB"
"ppt_159491","---NA---","","HUB"
"ppt_169824","---NA---","","HUB"
"ppt_90904","---NA---","","HUB"
"ppt_148739","A0A0C9RX28tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_7540_2252 transcribed RNA sequence  Wollemia nobilis","GO:0050896","HUB"
"ppt_221960","---NA---","","HUB"
"ppt_144738","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_144739","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_221961","---NA---","","HUB"
"ppt_114800","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_50284","---NA---","","HUB"
"ppt_197849","---NA---","","HUB"
"ppt_221956","---NA---","","HUB"
"ppt_155672","---NA---","","HUB"
"ppt_87085","A0A0C9RLB5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_12547_1419 transcribed RNA sequence  Wollemia nobilis","","HUB"
"ppt_159492","---NA---","","HUB"
"ppt_239279","D5A8F2tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0046323, GO:1902600, GO:0005351, GO:0005887","HUB"
"ppt_128726","A0A0C9QQ79sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0008643, GO:0005886, GO:0016020, GO:0016021","HUB"
"ppt_87201","Q949K0tr=Putative centromere protein  Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","","HUB"
"ppt_222098","Q676U0tr=Disease resistance protein  Pinus sylvestris (Scots pine)","GO:0016021","HUB"
"ppt_140554","---NA---","","HUB"
"ppt_132966","A0A151U922tr=Putative oxidoreductase C23D3.11  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0016616, GO:0005783, GO:0016020","HUB"
"ppt_239068","A0A199VKE7tr=Isoleucine--tRNA ligase, cytoplasmic  Ananas comosus (Pineapple) (Ananas ananas)","GO:0034641, GO:0043170, GO:0044238, GO:0003824","HUB"
"ppt_197136","---NA---","","HUB"
"ppt_239274","D5A8F2tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0046323, GO:1902600, GO:0005351, GO:0005887","HUB"
"ppt_132968","A0A061DJT5tr=NAD(P)-binding Rossmann-fold superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0110165","HUB"
"ppt_87116","V4T6M6tr=Uncharacterized protein  Citrus clementina","GO:0009788, GO:0045717, GO:1901000, GO:0005634, GO:0005829, GO:0005886, GO:0009506, GO:0016021, GO:0080008","HUB"
"ppt_221957","---NA---","","HUB"
"ppt_126781","C0PRI0sp=Ferritin  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006879, GO:0051179, GO:0005506, GO:0016491","HUB"
"ppt_112071","A0A061E0N3tr=Maternal effect embryo arrest 14 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0010183, GO:0036033, GO:0005622, GO:0110165","HUB"
"ppt_238993","B9T5A4tr=Urease accessory protein ureD, putative  Ricinus communis (Castor bean)","GO:0006807, GO:1905182, GO:0016151","HUB"
"ppt_175998","A0A0C9RUX0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_12026_2455 transcribed RNA sequence  Wollemia nobilis","GO:0000226, GO:0000280, GO:0000911, GO:0002376, GO:0006355, GO:0006952, GO:0009624, GO:0045087, GO:0045824, GO:0046785, GO:0052096, GO:0003676, GO:0003677, GO:0003680, GO:0003700, GO:0008017, GO:0005634, GO:0005874, GO:0009524, GO:0009574, GO:0016020, GO:0016021, GO:0055028","HUB"
"ppt_238997","A0A199UY88tr=Urease accessory protein D  Ananas comosus (Pineapple) (Ananas ananas)","GO:0006807, GO:1905182","HUB"
"ppt_86574","D5ACL6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_220254","P92514sp=Cytochrome c oxidase subunit 3 Arabidopsis thaliana (Mouse-ear cress) Mitochondrion","GO:0006123, GO:0015986, GO:0004129, GO:0015453, GO:0005743, GO:0016021, GO:0045263","HUB"
"ppt_57757","---NA---","","HUB"
"ppt_193822","---NA---","","HUB"
"ppt_215140","---NA---","","HUB"
"ppt_101059","B9SYL5tr=GTP cyclohydrolase I, putative  Ricinus communis (Castor bean)","GO:0042559, GO:0044283, GO:0016787, GO:0043167","HUB"
"ppt_208496","---NA---","","HUB"
"ppt_214836","A0A199VI17tr=Zinc transporter 2  Ananas comosus (Pineapple) (Ananas ananas)","GO:0030001, GO:0055085, GO:0046873, GO:0016021","HUB"
"ppt_135669","---NA---","","HUB"
"ppt_114803","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_49201","D5AD58tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_219760","A9NW40tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016491, GO:0050660","HUB"
"ppt_236935","---NA---","","HUB"
"ppt_215703","A0A176VTR0tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_100302","A2IA40tr=ACC synthase  Picea engelmannii x Picea glauca","GO:0009058, GO:0003824, GO:0008483, GO:0016740, GO:0030170","HUB"
"ppt_144741","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_196965","A0A061DYG7tr=SAUR-like auxin-responsive protein family  Theobroma cacao (Cacao) (Cocoa)","GO:0007275, GO:0050896, GO:0065007, GO:0005737","HUB"
"ppt_123556","A0A151RLF6tr=Uncharacterized protein  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0016020","HUB"
"ppt_137043","A0A0B0MK84tr=L-ascorbate oxidase  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0055114, GO:0005507, GO:0008447","HUB"
"ppt_165160","---NA---","","HUB"
"ppt_140469","F6HGU6sp=Phenylalanine ammonia-lyase  Vitis vinifera (Grape)","GO:0006559, GO:0009800, GO:0016740, GO:0045548, GO:0005737","HUB"
"ppt_190027","---NA---","","HUB"
"ppt_67422","---NA---","","HUB"
"ppt_170238","---NA---","","HUB"
"ppt_58744","EnsemblPlants:AES91757} Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0005773","HUB"
"ppt_178254","---NA---","","HUB"
"ppt_239271","A0A061EMT5tr=Major facilitator superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0046323, GO:0005351, GO:0005887","HUB"
"ppt_168713","---NA---","","HUB"
"ppt_209392","---NA---","","HUB"
"ppt_131763","---NA---","","HUB"
"ppt_278088","A9NVX7tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_84851","---NA---","","HUB"
"ppt_230642","---NA---","","HUB"
"ppt_88088","---NA---","","HUB"
"ppt_168202","A0A0K0M6X9tr=GASA2  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","","HUB"
"ppt_132967","A0A061DJT5tr=NAD(P)-binding Rossmann-fold superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0005783, GO:0016020","HUB"
"ppt_252738","---NA---","","HUB"
"ppt_126099","A0A0C9RV56tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11459_2238 transcribed RNA sequence  Wollemia nobilis","GO:0000160, GO:0003677, GO:0005634","HUB"
"ppt_107052","---NA---","","HUB"
"ppt_170240","---NA---","","HUB"
"ppt_121552","---NA---","","HUB"
"ppt_140813","---NA---","","HUB"
"ppt_128356","---NA---","","HUB"
"ppt_198935","---NA---","","HUB"
"ppt_245101","M1BPV7tr=Uncharacterized protein  Solanum tuberosum (Potato)","","HUB"
"ppt_145809","P31839sp=NADH-ubiquinone oxidoreductase chain 1 Oenothera berteroana (Bertero's evening primrose) Mitochondrion","GO:0055114, GO:0008137, GO:0005743, GO:0005886, GO:0016021, GO:0070469","HUB"
"ppt_167606","A0A103Y834tr=Barwin-like endoglucanase  Cynara cardunculus var. scolymus (Artichoke) (Cynara scolymus)","GO:0006949, GO:0009506","HUB"
"ppt_113297","---NA---","","HUB"
"ppt_222243","A9TVU2tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_91688","---NA---","","HUB"
"ppt_101232","---NA---","","HUB"
"ppt_128730","A0A0C9QQ79sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0016020","HUB"
"ppt_158132","A0A0B2RGD5tr=Histone H3.3  Glycine soja (Wild soybean)","GO:0003677, GO:0046982, GO:0000786, GO:0005634, GO:0010369","HUB"
"ppt_128715","A0A0C9QQ79sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0016020","HUB"
"ppt_101374","---NA---","","HUB"
"ppt_84523","---NA---","","HUB"
"ppt_241401","---NA---","","HUB"
"ppt_198822","A0A0A7RK39tr=Late embryogenesis abundant protein LEA1-2  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0009793","HUB"
"ppt_183272","---NA---","","HUB"
"ppt_214329","---NA---","","HUB"
"ppt_221953","---NA---","","HUB"
"ppt_225971","---NA---","","HUB"
"ppt_212066","A0A0D9WWQ9tr=Uncharacterized protein  Leersia perrieri","GO:0016787","HUB"
"ppt_119595","---NA---","","HUB"
"ppt_114805","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_234177","Q43729sp=Peroxidase 57 Arabidopsis thaliana (Mouse-ear cress)","GO:0008152, GO:0009987, GO:0050896, GO:0004601, GO:0005488, GO:0009505, GO:0009506","HUB"
"ppt_97119","B9RZR2tr=Map3k delta-1 protein kinase, putative  Ricinus communis (Castor bean)","GO:0006468, GO:0031323, GO:0051171, GO:0060255, GO:0080090, GO:0004674","HUB"
"ppt_228363","P50134sp=Ornithine decarboxylase Datura stramonium (Jimsonweed) (Common thornapple)","GO:0033387, GO:0004586, GO:0005737","HUB"
"ppt_87086","B8LRJ2tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_227875","A0A1D6F6R3tr=Uncharacterized protein  Zea mays (Maize)","GO:0006457, GO:0044183, GO:0005737","HUB"
"ppt_112070","A0A061E7F5tr=Maternal effect embryo arrest 14 isoform 2  Theobroma cacao (Cacao) (Cocoa)","GO:0009793, GO:0010183, GO:0050832, GO:0005515, GO:0036033, GO:0005634, GO:0005829, GO:0009507","HUB"
"ppt_222244","A9TVU2tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_239275","A0A061EMT5tr=Major facilitator superfamily protein  Theobroma cacao (Cacao) (Cocoa)","GO:0046323, GO:0005351, GO:0005887","HUB"
"ppt_81937","---NA---","","HUB"
"ppt_121030","---NA---","","HUB"
"ppt_140464","F6HGU6sp=Phenylalanine ammonia-lyase  Vitis vinifera (Grape)","GO:0006559, GO:0009800, GO:0016740, GO:0045548, GO:0005737","HUB"
"ppt_263039","---NA---","","HUB"
"ppt_164872","---NA---","","HUB"
"ppt_181022","---NA---","","HUB"
"ppt_146633","---NA---","","HUB"
"ppt_230881","EnsemblPlants:Si016469m} Setaria italica (Foxtail millet) (Panicum italicum)","","HUB"
"ppt_208370","B9SP95tr=Microtubule-associated protein TORTIFOLIA1, putative  Ricinus communis (Castor bean)","GO:0008017","HUB"
"ppt_194520","A0A103XLU7tr=Armadillo  Cynara cardunculus var. scolymus (Artichoke) (Cynara scolymus)","GO:1902600, GO:0046961, GO:0000221","HUB"
"ppt_74405","---NA---","","HUB"
"ppt_161959","---NA---","","HUB"
"ppt_244203","Q7X7E9sp=Putative DNA ligase 4 Oryza sativa subsp. japonica (Rice)","GO:0006281, GO:0016874, GO:0097159, GO:1901363, GO:0110165","HUB"
"ppt_230472","EnsemblPlants:GLYMA11G35670.2} Glycine max (Soybean) (Glycine hispida)","GO:0009738, GO:0080163, GO:0004864, GO:0010427, GO:0038023, GO:0005634, GO:0005737","HUB"
"ppt_230641","---NA---","","HUB"
"ppt_235574","A0A199UFU5tr=Protein SULFUR DEFICIENCY-INDUCED 1  Ananas comosus (Pineapple) (Ananas ananas)","","HUB"
"ppt_246194","---NA---","","HUB"
"ppt_231630","---NA---","","HUB"
"ppt_42849","---NA---","","HUB"
"ppt_101229","---NA---","","HUB"
"ppt_101231","---NA---","","HUB"
"ppt_222242","A9TVU2tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_222245","A9TVU2tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_235258","---NA---","","HUB"
"ppt_101056","A0A199V514tr=GTP cyclohydrolase 1  Ananas comosus (Pineapple) (Ananas ananas)","GO:0042559","HUB"
"ppt_91039","---NA---","","HUB"
"ppt_128280","B9IPE7tr=Uncharacterized protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0032268, GO:0042742, GO:0043549, GO:0045087, GO:0005488, GO:0005622, GO:0110165","HUB"
"ppt_128282","B9IPE7tr=Uncharacterized protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0032268, GO:0042742, GO:0043549, GO:0045087, GO:0005488, GO:0005622, GO:0110165","HUB"
"ppt_36630","---NA---","","HUB"
"ppt_163041","---NA---","","HUB"
"ppt_56676","---NA---","","HUB"
"ppt_138023","EMBL:ACZ95675.1}","GO:0006412, GO:0003723, GO:0003735, GO:0005739, GO:0005840","HUB"
"ppt_168705","---NA---","","HUB"
"ppt_73937","---NA---","","HUB"
"ppt_144766","---NA---","","HUB"
"ppt_113758","A0A0K9Q173tr=Putative Pentatricopeptide repeat-containing protein  Zostera marina (Eelgrass)","GO:0009507","HUB"
"ppt_171815","---NA---","","HUB"
"ppt_199094","B8QVH4tr=Chitinase  Zea mays subsp. parviglumis (Balsas teosinte)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_33156","---NA---","","HUB"
"ppt_85557","---NA---","","HUB"
"ppt_202409","A0A0C9S7F9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8575_1401 transcribed RNA sequence  Wollemia nobilis","GO:0005975, GO:0004553","HUB"
"ppt_110024","D7P710tr=Class IV chitinase 4-4  Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_168205","A0A0K0M6X9tr=GASA2  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","","HUB"
"ppt_168203","A0A0K0M6X9tr=GASA2  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","","HUB"
"ppt_81726","---NA---","","HUB"
"ppt_118064","---NA---","","HUB"
"ppt_144742","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_215934","A7PZL3sp=Probable polygalacturonase Vitis vinifera (Grape)","GO:0005975, GO:0071555, GO:0004650, GO:0005576","HUB"
"ppt_207391","---NA---","","HUB"
"ppt_219785","---NA---","","HUB"
"ppt_164559","A0A0J8FCT5tr=Uncharacterized protein  Beta vulgaris subsp. vulgaris","","HUB"
"ppt_168702","---NA---","","HUB"
"ppt_54306","---NA---","","HUB"
"ppt_174859","---NA---","","HUB"
"ppt_168726","---NA---","","HUB"
"ppt_194632","A0A0C9S4T9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_22350_939 transcribed RNA sequence  Wollemia nobilis","GO:0008152, GO:0045454, GO:0003824","HUB"
"ppt_94945","---NA---","","HUB"
"ppt_156722","---NA---","","HUB"
"ppt_123397","A0A0C9RGR2tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25871_1634 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0005634","HUB"
"ppt_124766","---NA---","","HUB"
"ppt_128357","---NA---","","HUB"
"ppt_72463","A0A151QR46tr=LINE-1 reverse transcriptase isogeny  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0005992, GO:0006278, GO:0006355, GO:0090502, GO:0003676, GO:0003700, GO:0003824, GO:0003964, GO:0004523","HUB"
"ppt_94883","---NA---","","HUB"
"ppt_128716","A0A0C9RK08sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0008643, GO:0005886, GO:0016020, GO:0016021","HUB"
"ppt_193818","---NA---","","HUB"
"ppt_48071","---NA---","","HUB"
"ppt_231856","---NA---","","HUB"
"ppt_174898","---NA---","","HUB"
"ppt_218123","---NA---","","HUB"
"ppt_107511","A5BFB8tr=Putative uncharacterized protein  Vitis vinifera (Grape)","GO:0046983","HUB"
"ppt_96495","EMBL:AGL75411.1}","GO:0005739","HUB"
"ppt_91686","---NA---","","HUB"
"ppt_230631","---NA---","","HUB"
"ppt_67429","---NA---","","HUB"
"ppt_235763","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_185005","A0A0R6MRT1sp=Endoglucanase  Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)","GO:0030245, GO:0008810, GO:0030246, GO:0016021","HUB"
"ppt_202410","A0A0C9S7F9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_8575_1401 transcribed RNA sequence  Wollemia nobilis","GO:0005975, GO:0004553","HUB"
"ppt_53318","D3IZ06tr=Thaumatin-like protein L2  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_231628","---NA---","","HUB"
"ppt_66359","A9NPT6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_128718","A0A0C9QQ79sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0016020","HUB"
"ppt_199091","B8QVL7tr=Chitinase  Zea mays subsp. parviglumis (Balsas teosinte)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_91037","---NA---","","HUB"
"ppt_13560","B9RXF5tr=Subtilase, putative  Ricinus communis (Castor bean)","GO:0008236, GO:0016020","HUB"
"ppt_251025","---NA---","","HUB"
"ppt_91687","---NA---","","HUB"
"ppt_246197","---NA---","","HUB"
"ppt_119301","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_93708","---NA---","","HUB"
"ppt_72236","Q9LRE6sp=DNA polymerase delta catalytic subunit Oryza sativa subsp. japonica (Rice)","GO:0006287, GO:0006297, GO:0045004, GO:0071897, GO:0090305, GO:0000166, GO:0003677, GO:0003887, GO:0008296, GO:0046872, GO:0051539, GO:0043625","HUB"
"ppt_239125","---NA---","","HUB"
"ppt_128281","B9IPE7tr=Uncharacterized protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0032268, GO:0042742, GO:0043549, GO:0045087, GO:0005488, GO:0005622, GO:0110165","HUB"
"ppt_230473","G7J2D4tr=Polyketide cyclase/dehydrase and lipid transporter  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0009738, GO:0080163, GO:0004864, GO:0010427, GO:0038023, GO:0005634, GO:0005737","HUB"
"ppt_62833","B8LKN6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_129391","---NA---","","HUB"
"ppt_153196","A0A0A7REF8tr=Late embryogenesis abundant protein LEA3-1  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0005739","HUB"
"ppt_92217","A9P0A3tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_208750","---NA---","","HUB"
"ppt_60738","A0A0C9RQC7tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25448_1281 transcribed RNA sequence  Wollemia nobilis","GO:0008270","HUB"
"ppt_140546","---NA---","","HUB"
"ppt_208500","---NA---","","HUB"
"ppt_224969","---NA---","","HUB"
"ppt_87087","B8LRJ2tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_216021","---NA---","","HUB"
"ppt_138404","A0A1D5AIW3tr=Type 7 nonspecific lipid transfer protein LTP701  Elaeis guineensis var. tenera (Oil palm)","GO:0006869, GO:0008289, GO:0016020, GO:0016021","HUB"
"ppt_87003","A0A0B2RPU0tr=Succinate dehydrogenase assembly factor 1 like, mitochondrial  Glycine soja (Wild soybean)","","HUB"
"ppt_220251","M7YG22tr=Ribosomal protein S14, mitochondrial  Triticum urartu (Red wild einkorn) (Crithodium urartu)","GO:0006099, GO:0006412, GO:0022904, GO:0003735, GO:0008177, GO:0009055, GO:0046872, GO:0051537, GO:0051538, GO:0051539, GO:0005743, GO:0005840","HUB"
"ppt_148178","---NA---","","HUB"
"ppt_192238","A0A0B2PVC7tr=Protein BEARSKIN1  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0005634","HUB"
"ppt_263823","---NA---","","HUB"
